,agic_sortid,taxable_year,agic,county,all_returns,all_joint_returns,all_taxable_returns,dependents_on_returns,adjusted_gross_income,tax_assessed
352,10,2012,"24,000 to 26,999",Butte,3354,1028,1592,2264,85461000,400000
353,14,2007,"40,000 to 49,999",Butte,6638,3442,5051,4559,297351000,3885000
354,10,2015,"24,000 to 26,999",Butte,3462,898,1695,2073,88202000,389000
355,26,2010,"1,000,000 and over",Butte,58,50,58,37,151689000,13897000
356,23,2011,"300,000 to 399,999",Butte,279,246,278,240,95596000,6573000
357,17,2003,"70,000 to 79,999",Butte,2689,2191,2660,2580,201121000,5527000
358,19,2011,"90,000 to 99,999",Butte,2044,1594,2024,1773,193876000,5755000
359,17,2004,"70,000 to 79,999",Butte,2769,2249,2737,2498,206965000,5506000
360,2,2010,"1 to 2,999",Butte,3608,494,145,900,4691000,4000
361,25,2009,"500,000 to 999,999",Butte,174,158,173,187,115623000,9332000
362,2,2012,"1 to 2,999",Butte,3003,451,119,710,4000000,3000
363,14,2011,"40,000 to 49,999",Butte,6227,3139,4452,4421,278568000,3323000
364,15,2012,"50,000 to 59,999",Butte,4831,2846,4037,3614,264875000,3975000
365,25,2013,"500,000 to 999,999",Butte,261,226,259,233,167699000,13953000
366,3,2007,"3,000 to 5,999",Butte,4052,406,859,1040,18334000,18000
367,4,2004,"6,000 to 8,999",Butte,4520,564,749,1236,33885000,35000
368,1,2007,Zero and Deficit,Butte,1220,499,20,436,-49652000,3000
369,14,2005,"40,000 to 49,999",Butte,6325,3530,5149,4457,283441000,4063000
370,26,2012,"1,000,000 and over",Butte,72,62,72,48,189125000,20187000
371,2,2016,"1 to 2,999",Butte,2743,319,86,585,4303000,1000
372,1,2008,Zero and Deficit,Butte,1446,575,34,463,-67232000,18000
373,9,2015,"21,000 to 23,999",Butte,3888,929,1947,2094,87348000,270000
374,1,2016,Zero and Deficit,Butte,1195,486,12,472,-83663000,23000
375,6,2007,"12,000 to 14,999",Butte,4496,760,1327,2022,60573000,72000
376,1,2014,Zero and Deficit,Butte,1222,485,23,288,-81966000,11000
377,25,2014,"500,000 to 999,999",Butte,314,268,312,253,203655000,16842000
378,14,2014,"40,000 to 49,999",Butte,6574,2991,4626,4374,293975000,3517000
379,25,2006,"500,000 to 999,999",Butte,208,172,206,195,138065000,11047000
380,9,2014,"21,000 to 23,999",Butte,3776,942,1819,2260,84942000,263000
381,15,2009,"50,000 to 59,999",Butte,4714,2882,4583,3439,258248000,5030000
382,18,2013,"80,000 to 89,999",Butte,2654,1895,2607,2105,225239000,6154000
383,24,2009,"400,000 to 499,999",Butte,110,94,108,105,48765000,3746000
384,5,2006,"9,000 to 11,999",Butte,4540,631,807,1784,47630000,40000
385,26,2004,"1,000,000 and over",Butte,50,41,48,40,130902000,11208000
386,10,2003,"24,000 to 26,999",Butte,3452,1310,1824,2143,87833000,606000
387,7,2010,"15,000 to 17,999",Butte,4080,943,1899,2315,67250000,150000
388,1,2004,Zero and Deficit,Butte,1118,444,21,326,-34055000,298000
389,13,2012,"35,000 to 39,999",Butte,4085,1693,2511,2663,152971000,1451000
390,13,2006,"35,000 to 39,999",Butte,4028,1812,2691,2646,150834000,1670000
391,1,2006,Zero and Deficit,Butte,1175,474,25,453,-35472000,11000
392,19,2008,"90,000 to 99,999",Butte,1989,1643,1972,1788,188591000,5384000
393,2,2003,"1 to 2,999",Butte,3151,451,161,556,4610000,2000
394,20,2013,"100,000 to 149,999",Butte,5660,4685,5636,5091,678835000,26317000
395,4,2013,"6,000 to 8,999",Butte,3991,482,586,1327,30023000,26000
396,14,2006,"40,000 to 49,999",Butte,6494,3451,5046,4470,290818000,4014000
397,20,2007,"100,000 to 149,999",Butte,4900,4266,4881,4431,587893000,23241000
398,24,2011,"400,000 to 499,999",Butte,132,121,132,154,59007000,4419000
399,5,2016,"9,000 to 11,999",Butte,4568,547,575,1589,47924000,37000
400,12,2010,"30,000 to 34,999",Butte,4683,1803,3452,3236,151953000,1447000
401,12,2006,"30,000 to 34,999",Butte,4904,2007,2933,3121,159163000,1415000
402,22,2010,"200,000 to 299,999",Butte,804,706,801,745,190375000,12100000
403,24,2006,"400,000 to 499,999",Butte,131,116,130,118,57916000,4438000
404,6,2016,"12,000 to 14,999",Butte,4659,630,805,1966,62984000,46000
405,19,2013,"90,000 to 99,999",Butte,2279,1735,2255,1954,216194000,6503000
406,5,2003,"9,000 to 11,999",Butte,4870,838,1112,1862,51143000,52000
407,25,2007,"500,000 to 999,999",Butte,188,160,187,141,127867000,10310000
408,9,2016,"21,000 to 23,999",Butte,4011,876,2097,2123,90120000,270000
409,12,2011,"30,000 to 34,999",Butte,4554,1723,2495,3125,147603000,1088000
410,22,2014,"200,000 to 299,999",Butte,1149,993,1139,960,276390000,16948000
411,10,2009,"24,000 to 26,999",Butte,3418,1183,1834,2224,87059000,530000
412,8,2007,"18,000 to 20,999",Butte,4280,1069,2059,2392,83391000,249000
413,8,2003,"18,000 to 20,999",Butte,4259,1277,2081,2497,82959000,360000
414,23,2008,"300,000 to 399,999",Butte,309,266,306,276,105372000,7249000
415,18,2015,"80,000 to 89,999",Butte,2729,1945,2681,2109,231601000,6131000
416,22,2006,"200,000 to 299,999",Butte,773,673,770,634,186638000,11602000
417,11,2011,"27,000 to 29,999",Butte,3094,1105,1462,2267,88121000,494000
418,20,2008,"100,000 to 149,999",Butte,4958,4291,4941,4582,595428000,22379000
419,14,2009,"40,000 to 49,999",Butte,6165,3223,5718,4229,275888000,4239000
420,18,2016,"80,000 to 89,999",Butte,2903,2049,2863,2116,246341000,6433000
421,3,2003,"3,000 to 5,999",Butte,4030,450,993,849,18298000,19000
422,18,2010,"80,000 to 89,999",Butte,2464,1878,2449,2048,208940000,6357000
423,3,2004,"3,000 to 5,999",Butte,4094,447,1003,830,18614000,19000
424,21,2012,"150,000 to 199,999",Butte,1664,1464,1660,1448,282775000,14635000
425,16,2014,"60,000 to 69,999",Butte,4001,2477,3677,2950,259488000,4850000
426,11,2014,"27,000 to 29,999",Butte,3245,967,1659,2202,92384000,531000
427,19,2012,"90,000 to 99,999",Butte,2071,1625,2060,1749,196436000,5902000
428,21,2008,"150,000 to 199,999",Butte,1445,1274,1440,1271,245184000,12338000
429,11,2009,"27,000 to 29,999",Butte,3177,1111,2023,2144,90485000,676000
430,2,2014,"1 to 2,999",Butte,2699,357,84,602,3741000,1000
431,5,2015,"9,000 to 11,999",Butte,4651,582,547,1724,48823000,36000
432,24,2004,"400,000 to 499,999",Butte,103,94,102,84,45871000,3574000
433,8,2016,"18,000 to 20,999",Butte,4340,830,2187,2000,84671000,185000
434,12,2003,"30,000 to 34,999",Calaveras,1016,503,685,474,32963000,324000
435,9,2006,"21,000 to 23,999",Calaveras,786,258,390,291,17631000,82000
436,23,2011,"300,000 to 399,999",Calaveras,72,62,72,44,24371000,1660000
437,4,2008,"6,000 to 8,999",Calaveras,689,134,100,189,5138000,6000
438,14,2013,"40,000 to 49,999",Calaveras,1451,797,1046,760,65097000,703000
439,2,2014,"1 to 2,999",Calaveras,610,115,,111,791000,0
440,8,2012,"18,000 to 20,999",Calaveras,715,242,304,329,13943000,30000
441,10,2006,"24,000 to 26,999",Calaveras,696,279,332,291,17756000,94000
442,1,2011,Zero and Deficit,Calaveras,578,273,17,119,-35585000,7000
443,15,2015,"50,000 to 59,999",Calaveras,1244,707,1025,743,68102000,966000
444,21,2009,"150,000 to 199,999",Calaveras,400,367,399,321,67468000,3401000
445,17,2007,"70,000 to 79,999",Calaveras,1010,789,965,755,75495000,1573000
446,9,2016,"21,000 to 23,999",Calaveras,756,214,351,288,17003000,48000
447,17,2015,"70,000 to 79,999",Calaveras,877,576,854,513,65762000,1511000
448,10,2010,"24,000 to 26,999",Calaveras,661,280,329,309,16797000,92000
449,7,2004,"15,000 to 17,999",Calaveras,886,265,419,297,14595000,36000
450,26,2003,"1,000,000 and over",Calaveras,,,,,20539000,1236000
451,11,2014,"27,000 to 29,999",Calaveras,623,259,276,296,17748000,83000
452,18,2004,"80,000 to 89,999",Calaveras,685,593,679,635,58061000,1683000
453,19,2003,"90,000 to 99,999",Calaveras,466,426,464,394,44203000,1467000
454,18,2015,"80,000 to 89,999",Calaveras,689,523,682,462,58396000,1443000
455,4,2010,"6,000 to 8,999",Calaveras,774,163,95,217,5871000,7000
456,15,2003,"50,000 to 59,999",Calaveras,1311,970,1225,988,71908000,1258000
457,24,2011,"400,000 to 499,999",Calaveras,19,15,19,17,8163000,616000
458,19,2012,"90,000 to 99,999",Calaveras,554,444,550,419,52612000,1493000
459,5,2015,"9,000 to 11,999",Calaveras,806,168,85,282,8463000,7000
460,24,2004,"400,000 to 499,999",Calaveras,42,36,42,31,18720000,1411000
461,20,2010,"100,000 to 149,999",Calaveras,1405,1241,1396,1265,169492000,6913000
462,7,2007,"15,000 to 17,999",Calaveras,782,208,347,258,12886000,27000
463,16,2013,"60,000 to 69,999",Calaveras,1025,683,961,626,66470000,1217000
464,6,2005,"12,000 to 14,999",Calaveras,796,182,275,256,10727000,16000
465,3,2010,"3,000 to 5,999",Calaveras,728,142,124,182,3310000,6000
466,8,2015,"18,000 to 20,999",Calaveras,699,206,293,262,13657000,27000
467,11,2009,"27,000 to 29,999",Calaveras,630,277,360,340,17943000,116000
468,4,2014,"6,000 to 8,999",Calaveras,667,117,87,163,4983000,4000
469,6,2015,"12,000 to 14,999",Calaveras,760,152,141,239,10262000,7000
470,10,2004,"24,000 to 26,999",Calaveras,704,287,350,336,17933000,111000
471,1,2006,Zero and Deficit,Calaveras,349,162,10,109,-15906000,2000
472,13,2007,"35,000 to 39,999",Calaveras,938,457,614,490,35109000,345000
473,8,2003,"18,000 to 20,999",Calaveras,783,273,363,289,15241000,60000
474,25,2011,"500,000 to 999,999",Calaveras,20,16,20,,13462000,1055000
475,16,2004,"60,000 to 69,999",Calaveras,1038,800,994,840,67187000,1415000
476,7,2003,"15,000 to 17,999",Calaveras,864,272,397,302,14253000,37000
477,19,2011,"90,000 to 99,999",Calaveras,555,458,548,419,52602000,1507000
478,8,2005,"18,000 to 20,999",Calaveras,806,286,372,311,15725000,57000
479,7,2016,"15,000 to 17,999",Calaveras,784,190,258,248,12899000,18000
480,23,2004,"300,000 to 399,999",Calaveras,49,42,49,,16922000,1228000
481,14,2015,"40,000 to 49,999",Calaveras,1477,693,1077,691,66120000,766000
482,13,2013,"35,000 to 39,999",Calaveras,885,418,528,424,33103000,278000
483,10,2008,"24,000 to 26,999",Calaveras,672,267,322,339,17153000,80000
484,19,2004,"90,000 to 99,999",Calaveras,542,489,538,464,51421000,1676000
485,11,2013,"27,000 to 29,999",Calaveras,622,299,273,322,17715000,80000
486,15,2004,"50,000 to 59,999",Calaveras,1333,946,1228,956,73150000,1270000
487,12,2015,"30,000 to 34,999",Calaveras,966,374,488,471,31365000,202000
488,16,2008,"60,000 to 69,999",Calaveras,1070,785,961,703,69591000,1153000
489,6,2006,"12,000 to 14,999",Calaveras,768,169,258,251,10362000,15000
490,24,2010,"400,000 to 499,999",Calaveras,24,,24,20,10717000,845000
491,10,2011,"24,000 to 26,999",Calaveras,684,286,294,336,17417000,70000
492,23,2013,"300,000 to 399,999",Calaveras,72,64,72,38,24723000,1749000
493,23,2010,"300,000 to 399,999",Calaveras,49,44,49,37,16439000,1147000
494,17,2012,"70,000 to 79,999",Calaveras,840,622,813,555,62923000,1389000
495,24,2008,"400,000 to 499,999",Calaveras,18,16,18,,7962000,576000
496,15,2012,"50,000 to 59,999",Calaveras,1219,771,1021,761,66755000,937000
497,26,2008,"1,000,000 and over",Calaveras,16,13,16,,36120000,3160000
498,9,2003,"21,000 to 23,999",Calaveras,781,301,396,343,17554000,94000
499,4,2003,"6,000 to 8,999",Calaveras,796,133,138,186,6001000,7000
500,16,2007,"60,000 to 69,999",Calaveras,1099,809,997,742,71193000,1195000
501,22,2014,"200,000 to 299,999",Calaveras,327,287,326,194,77137000,4758000
502,3,2013,"3,000 to 5,999",Calaveras,603,92,109,111,2735000,2000
503,3,2015,"3,000 to 5,999",Calaveras,618,90,102,126,2759000,2000
504,2,2009,"1 to 2,999",Calaveras,780,165,41,170,965000,2000
505,14,2016,"40,000 to 49,999",Calaveras,1537,735,1064,770,68992000,732000
506,12,2011,"30,000 to 34,999",Calaveras,978,443,521,428,31716000,220000
507,15,2014,"50,000 to 59,999",Calaveras,1195,716,1019,644,65592000,933000
508,18,2008,"80,000 to 89,999",Calaveras,792,644,778,588,67113000,1575000
509,22,2009,"200,000 to 299,999",Calaveras,219,194,219,135,51675000,3119000
510,22,2011,"200,000 to 299,999",Calaveras,214,195,210,121,50121000,2912000
511,19,2008,"90,000 to 99,999",Calaveras,577,497,566,473,54690000,1383000
512,16,2006,"60,000 to 69,999",Calaveras,1123,858,1013,842,72723000,1309000
513,8,2004,"18,000 to 20,999",Calaveras,793,274,382,285,15440000,65000
514,25,2013,"500,000 to 999,999",Calaveras,30,25,30,18,18964000,1495000
515,14,2014,"40,000 to 49,999",Calaveras,1499,745,1081,799,67175000,737000
516,17,2005,"70,000 to 79,999",Calaveras,987,802,959,826,73760000,1712000
517,6,2013,"12,000 to 14,999",Calaveras,749,189,130,305,10075000,8000
518,14,2008,"40,000 to 49,999",Calaveras,1587,918,1142,893,71252000,747000
519,13,2015,"35,000 to 39,999",Calaveras,893,402,505,400,33411000,274000
520,22,2012,"200,000 to 299,999",Calaveras,240,218,239,141,56620000,3422000
521,26,2009,"1,000,000 and over",Calaveras,,,,,110991000,10146000
522,5,2013,"9,000 to 11,999",Calaveras,731,155,62,226,7721000,6000
523,18,2012,"80,000 to 89,999",Calaveras,695,529,680,535,58891000,1477000
524,12,2010,"30,000 to 34,999",Calaveras,997,455,695,481,32290000,272000
525,16,2003,"60,000 to 69,999",Calaveras,1061,831,1026,869,69007000,1514000
526,16,2016,"60,000 to 69,999",Calaveras,1050,650,975,563,68073000,1234000
527,2,2007,"1 to 2,999",Calaveras,665,103,44,112,928000,6000
528,6,2009,"12,000 to 14,999",Calaveras,803,240,253,323,10830000,15000
529,12,2004,"30,000 to 34,999",Calaveras,1001,502,666,486,32557000,310000
530,25,2007,"500,000 to 999,999",Calaveras,38,33,38,,25557000,2128000
531,25,2016,"500,000 to 999,999",Calaveras,55,41,55,19,37590000,3138000
532,20,2016,"100,000 to 149,999",Calaveras,1918,1590,1912,1326,230934000,8554000
533,14,2006,"40,000 to 49,999",Calaveras,1671,986,1287,1062,74962000,880000
534,7,2006,"15,000 to 17,999",Calaveras,779,230,340,251,12852000,26000
535,11,2011,"27,000 to 29,999",Calaveras,583,243,268,285,16593000,84000
536,7,2008,"15,000 to 17,999",Calaveras,816,244,304,281,13434000,19000
537,22,2003,"200,000 to 299,999",Calaveras,150,133,149,111,35940000,2299000
538,3,2007,"3,000 to 5,999",Calaveras,764,120,210,141,3429000,4000
539,19,2009,"90,000 to 99,999",Calaveras,547,465,546,438,51762000,1601000
540,25,2015,"500,000 to 999,999",Calaveras,37,30,37,,25004000,2011000
541,19,2013,"90,000 to 99,999",Calaveras,564,458,559,414,53515000,1525000
542,25,2004,"500,000 to 999,999",Calaveras,44,39,44,33,29535000,2354000
543,22,2008,"200,000 to 299,999",Calaveras,217,189,216,146,51368000,2953000
544,6,2016,"12,000 to 14,999",Calaveras,779,151,158,247,10511000,11000
545,1,2014,Zero and Deficit,Calaveras,458,208,,75,-33988000,1000
546,18,2010,"80,000 to 89,999",Calaveras,630,514,620,488,53371000,1492000
547,14,2004,"40,000 to 49,999",Calaveras,1585,989,1313,993,71081000,945000
548,3,2008,"3,000 to 5,999",Calaveras,654,109,141,126,2947000,2000
549,9,2013,"21,000 to 23,999",Calaveras,714,241,313,286,16061000,48000
550,26,2014,"1,000,000 and over",Calaveras,19,15,19,13,55703000,6376000
551,17,2006,"70,000 to 79,999",Calaveras,942,752,906,758,70626000,1527000
552,7,2012,"15,000 to 17,999",Calaveras,745,196,239,283,12282000,16000
553,3,2005,"3,000 to 5,999",Calaveras,724,108,215,124,3253000,4000
554,14,2007,"40,000 to 49,999",Calaveras,1699,988,1273,946,76059000,877000
555,17,2010,"70,000 to 79,999",Calaveras,871,662,858,575,65266000,1626000
556,9,2007,"21,000 to 23,999",Calaveras,723,265,322,295,16255000,65000
557,9,2014,"21,000 to 23,999",Calaveras,666,222,291,273,14962000,42000
558,8,2016,"18,000 to 20,999",Calaveras,745,197,332,268,14506000,27000
559,17,2013,"70,000 to 79,999",Calaveras,886,661,857,643,66278000,1386000
560,18,2016,"80,000 to 89,999",Calaveras,745,534,742,419,63188000,1625000
561,8,2011,"18,000 to 20,999",Calaveras,706,242,290,322,13799000,31000
562,22,2010,"200,000 to 299,999",Calaveras,197,175,196,128,46936000,2874000
563,16,2005,"60,000 to 69,999",Calaveras,1148,882,1077,880,74257000,1443000
564,1,2008,Zero and Deficit,Calaveras,502,246,20,136,-28593000,6000
565,21,2012,"150,000 to 199,999",Calaveras,482,433,481,346,81283000,4034000
566,7,2009,"15,000 to 17,999",Calaveras,826,253,357,304,13615000,31000
567,8,2014,"18,000 to 20,999",Calaveras,744,228,311,323,14483000,32000
568,15,2010,"50,000 to 59,999",Calaveras,1204,809,1156,720,66137000,1146000
569,3,2006,"3,000 to 5,999",Calaveras,726,82,197,154,3335000,5000
570,11,2005,"27,000 to 29,999",Calaveras,680,277,370,321,19361000,142000
571,11,2016,"27,000 to 29,999",Calaveras,662,230,337,276,18891000,100000
572,20,2011,"100,000 to 149,999",Calaveras,1405,1233,1397,1161,169292000,6279000
573,23,2014,"300,000 to 399,999",Calaveras,80,67,80,27,27367000,1909000
574,18,2011,"80,000 to 89,999",Calaveras,639,507,631,505,54135000,1316000
575,3,2014,"3,000 to 5,999",Calaveras,627,100,89,141,2866000,2000
576,10,2007,"24,000 to 26,999",Calaveras,699,239,352,335,17824000,100000
577,21,2007,"150,000 to 199,999",Calaveras,446,405,445,314,75613000,3754000
578,23,2003,"300,000 to 399,999",Calaveras,51,49,50,30,17428000,1263000
579,21,2014,"150,000 to 199,999",Calaveras,609,550,608,447,104019000,5172000
580,9,2005,"21,000 to 23,999",Calaveras,725,260,354,315,16285000,79000
581,5,2006,"9,000 to 11,999",Calaveras,752,141,148,204,7885000,8000
582,7,2005,"15,000 to 17,999",Calaveras,839,242,378,269,13844000,33000
583,13,2004,"35,000 to 39,999",Calaveras,942,501,695,553,35311000,389000
584,22,2013,"200,000 to 299,999",Calaveras,294,265,292,194,69773000,4243000
585,19,2010,"90,000 to 99,999",Calaveras,504,424,501,392,47777000,1539000
586,7,2013,"15,000 to 17,999",Calaveras,672,186,228,224,11087000,14000
587,10,2012,"24,000 to 26,999",Calaveras,643,254,290,257,16371000,71000
588,3,2004,"3,000 to 5,999",Calaveras,734,93,203,84,3348000,4000
589,18,2006,"80,000 to 89,999",Calaveras,810,694,790,608,68752000,1725000
590,9,2008,"21,000 to 23,999",Calaveras,740,272,287,384,16651000,53000
591,12,2012,"30,000 to 34,999",Calaveras,925,433,469,420,30005000,191000
592,10,2013,"24,000 to 26,999",Calaveras,662,232,301,327,16864000,72000
593,3,2003,"3,000 to 5,999",Calaveras,767,120,207,118,3494000,4000
594,10,2005,"24,000 to 26,999",Calaveras,690,283,342,310,17564000,99000
595,24,2005,"400,000 to 499,999",Calaveras,42,35,41,,18759000,1434000
596,19,2007,"90,000 to 99,999",Calaveras,623,530,615,534,58997000,1642000
597,25,2008,"500,000 to 999,999",Calaveras,30,24,30,12,20731000,1664000
598,25,2014,"500,000 to 999,999",Calaveras,46,39,46,25,29500000,2381000
599,17,2016,"70,000 to 79,999",Calaveras,930,607,903,574,69653000,1513000
600,22,2004,"200,000 to 299,999",Calaveras,184,151,184,125,43366000,2851000
601,4,2005,"6,000 to 8,999",Calaveras,726,93,124,125,5455000,6000
602,8,2010,"18,000 to 20,999",Calaveras,709,249,340,291,13812000,46000
603,15,2013,"50,000 to 59,999",Calaveras,1221,728,1029,691,67193000,980000
604,1,2007,Zero and Deficit,Calaveras,417,197,13,133,-22568000,5000
605,3,2012,"3,000 to 5,999",Calaveras,665,112,118,129,2981000,4000
606,4,2015,"6,000 to 8,999",Calaveras,741,114,117,182,5561000,5000
607,10,2015,"24,000 to 26,999",Calaveras,672,235,323,259,17121000,70000
608,26,2015,"1,000,000 and over",Calaveras,17,14,17,,58396000,6789000
609,11,2004,"27,000 to 29,999",Calaveras,679,302,377,319,19310000,146000
610,2,2003,"1 to 2,999",Calaveras,602,91,37,93,881000,0
611,6,2004,"12,000 to 14,999",Calaveras,873,223,299,241,11817000,19000
612,13,2012,"35,000 to 39,999",Calaveras,836,412,492,427,31325000,263000
613,4,2013,"6,000 to 8,999",Calaveras,672,122,100,136,5081000,6000
614,19,2016,"90,000 to 99,999",Calaveras,628,471,623,391,59568000,1677000
615,14,2010,"40,000 to 49,999",Calaveras,1417,827,1277,837,63298000,824000
616,5,2003,"9,000 to 11,999",Calaveras,834,175,203,230,8832000,11000
617,13,2006,"35,000 to 39,999",Calaveras,886,474,593,431,33194000,338000
618,1,2016,Zero and Deficit,Calaveras,455,192,,95,-36286000,4000
619,2,2013,"1 to 2,999",Calaveras,620,117,19,113,779000,0
620,26,2005,"1,000,000 and over",Calaveras,25,19,,,38032000,3314000
621,23,2007,"300,000 to 399,999",Calaveras,88,77,88,45,30360000,2159000
622,8,2008,"18,000 to 20,999",Calaveras,754,269,299,294,14701000,33000
623,17,2004,"70,000 to 79,999",Calaveras,878,733,860,778,65638000,1594000
624,2,2005,"1 to 2,999",Calaveras,606,91,55,101,946000,2000
625,4,2006,"6,000 to 8,999",Calaveras,720,107,145,155,5362000,6000
626,12,2014,"30,000 to 34,999",Calaveras,993,410,514,492,32169000,221000
627,2,2004,"1 to 2,999",Calaveras,597,96,34,89,865000,0
628,25,2009,"500,000 to 999,999",Calaveras,23,16,22,,15555000,1191000
629,13,2011,"35,000 to 39,999",Calaveras,897,466,550,472,33609000,273000
630,5,2008,"9,000 to 11,999",Calaveras,794,162,90,251,8324000,6000
631,2,2012,"1 to 2,999",Calaveras,662,140,26,114,889000,0
632,26,2007,"1,000,000 and over",Calaveras,18,13,18,,42080000,3835000
633,4,2011,"6,000 to 8,999",Calaveras,731,167,100,221,5495000,6000
634,2,2015,"1 to 2,999",Calaveras,580,87,,109,888000,0
635,15,2005,"50,000 to 59,999",Calaveras,1327,918,1166,941,72790000,1147000
